tid,cls,row,col
2,0,42,87
2,0,44,34
2,0,44,173
2,0,44,252
2,0,46,131
2,0,47,12
2,0,47,142
2,0,47,163
2,0,49,15
2,0,53,78
2,0,53,192
2,0,55,108
2,0,55,228
2,0,56,28
2,0,59,35
2,0,60,117
2,0,60,137
2,0,61,96
2,0,61,164
2,0,62,35
2,0,62,42
2,0,64,30
2,0,68,64
2,0,68,180
2,0,69,101
2,0,69,103
2,0,71,150
2,0,72,10
2,0,73,253
2,0,83,15
2,0,83,65
2,0,83,94
2,0,85,25
2,0,85,71
2,0,85,121
2,0,86,38
2,0,86,58
2,0,88,106
2,0,88,113
2,0,89,146
2,0,90,173
2,0,91,24
2,0,91,218
2,0,92,55
2,0,93,94
2,0,93,139
2,0,94,128
2,0,94,192
2,0,95,21
2,0,96,226
2,0,98,229
2,0,99,242
2,0,100,85
2,0,100,174
2,0,101,141
2,0,105,36
2,0,105,242
2,0,106,97
2,0,106,221
2,0,106,243
2,0,107,153
2,0,108,125
2,0,109,118
2,0,110,32
2,0,110,89
2,0,110,154
2,0,111,198
2,0,112,94
2,0,114,68
2,0,115,217
2,0,116,57
2,0,116,138
2,0,118,22
2,0,118,171
2,0,118,204
2,0,119,32
2,0,122,92
2,0,123,56
2,0,125,82
2,0,125,158
2,0,126,44
2,0,126,165
2,0,128,112
2,0,128,140
2,0,128,178
2,0,129,34
2,0,129,137
2,0,130,28
2,0,130,80
2,0,130,170
2,0,131,246
2,0,132,69
2,0,132,162
2,0,132,234
2,0,134,93
2,0,138,24
2,0,139,240
2,0,141,109
2,0,142,53
2,0,142,191
2,0,143,249
2,0,146,102
2,0,148,104
2,0,151,41
2,0,151,245
2,0,152,25
2,0,154,245
2,0,155,128
2,0,157,90
2,0,157,178
2,0,157,213
2,0,158,201
2,0,160,77
2,0,162,111
2,0,162,209
2,0,165,151
2,0,166,179
2,0,167,245
2,0,169,167
2,0,171,0
2,0,173,7
2,0,173,85
2,0,175,4
2,0,176,168
2,0,176,222
2,0,179,81
2,0,180,77
2,0,180,127
2,0,180,245
2,0,182,230
2,0,183,56
2,0,183,107
2,0,184,41
2,0,184,110
2,0,184,228
2,0,186,191
2,0,187,77
2,0,187,238
2,0,188,37
2,0,189,51
2,0,189,232
2,0,190,110
2,0,191,106
2,0,192,144
2,0,192,254
2,0,194,30
2,0,195,88
2,0,195,131
2,0,196,23
2,0,196,35
2,0,196,124
2,0,196,151
2,0,197,48
2,0,197,61
2,0,197,155
2,0,198,44
2,0,198,228
2,0,200,123
2,0,202,14
2,0,202,35
2,0,204,210
2,0,205,115
2,0,206,11
2,0,206,99
2,0,207,9
2,0,207,107
2,0,209,122
2,0,210,3
2,0,210,162
2,0,210,171
2,0,211,188
2,0,211,249
2,0,213,29
2,0,213,207
2,0,214,101
2,0,214,233
2,0,217,50
2,0,219,126
2,0,220,5
2,0,220,49
2,0,221,174
2,0,223,29
2,0,223,123
2,0,223,173
2,0,224,96
2,0,226,29
2,0,226,227
2,0,227,44
2,0,229,110
2,0,231,50
2,0,232,224
2,0,233,52
2,0,233,179
2,0,237,0
2,0,237,129
2,0,241,182
2,0,242,214
2,0,245,186
2,0,247,56
2,0,249,193
2,0,250,88
2,0,251,189
2,0,251,250
2,0,253,92
2,0,253,148
2,0,255,89
3,0,0,205
3,0,2,21
3,0,3,36
3,0,6,16
3,0,24,241
3,0,34,169
3,0,35,45
3,0,45,136
3,0,45,151
3,0,45,197
3,0,46,194
3,0,47,208
3,0,50,106
3,0,51,103
3,0,53,52
3,0,55,38
3,0,61,170
3,0,62,109
3,0,62,172
3,0,63,167
3,0,63,193
3,0,68,233
3,0,74,144
3,0,79,132
3,0,83,94
3,0,87,185
3,0,91,65
3,0,92,41
3,0,93,87
3,0,94,83
3,0,96,151
3,0,97,186
3,0,98,69
3,0,100,108
3,0,101,59
3,0,102,145
3,0,106,103
3,0,107,108
3,0,107,157
3,0,108,84
3,0,115,145
3,0,117,161
3,0,119,57
3,0,124,92
3,0,126,154
3,0,134,225
3,0,138,107
3,0,140,211
3,0,141,93
3,0,142,83
3,0,148,184
3,0,149,147
3,0,150,113
3,0,156,135
3,0,157,219
3,0,161,218
3,0,163,167
3,0,171,101
3,0,174,167
3,0,176,153
3,0,178,174
3,0,186,123
3,0,187,168
3,0,194,169
3,0,196,146
3,0,198,16
3,0,199,187
3,0,204,184
3,0,206,38
3,0,208,245
3,0,210,154
3,0,216,17
3,0,217,154
3,0,217,170
3,0,229,249
3,0,230,151
3,0,237,246
3,0,238,172
3,0,241,100
3,0,243,23
3,0,243,160
3,0,248,188
4,0,16,93
4,0,28,203
4,0,33,200
4,0,33,242
4,0,36,217
4,0,38,148
4,0,44,155
4,0,44,169
4,0,45,27
4,0,46,210
4,0,52,29
4,0,57,181
4,0,60,103
4,0,64,8
4,0,66,166
4,0,68,164
4,0,69,165
4,0,72,39
4,0,72,122
4,0,73,103
4,0,73,151
4,0,73,191
4,0,74,207
4,0,75,93
4,0,76,217
4,0,78,208
4,0,81,78
4,0,86,225
4,0,86,241
4,0,87,226
4,0,88,194
4,0,104,169
4,0,104,199
4,0,106,91
4,0,107,212
4,0,108,185
4,0,110,154
4,0,111,183
4,0,112,10
4,0,112,156
4,0,112,226
4,0,113,222
4,0,119,132
4,0,119,163
4,0,121,72
4,0,123,66
4,0,124,178
4,0,127,234
4,0,130,135
4,0,132,139
4,0,133,97
4,0,134,52
4,0,136,40
4,0,136,173
4,0,148,254
4,0,149,178
4,0,154,194
4,0,155,208
4,0,156,88
4,0,156,196
4,0,157,203
4,0,158,155
4,0,160,209
4,0,161,163
4,0,162,158
4,0,171,112
4,0,173,137
4,0,175,118
4,0,182,241
4,0,185,145
4,0,186,113
4,0,196,210
4,0,199,216
4,0,204,189
4,0,206,187
4,0,208,178
4,0,210,251
4,0,212,188
4,0,217,120
4,0,223,74
4,0,225,245
4,0,228,104
4,0,237,227
4,0,239,48
4,0,247,134
4,0,255,211
5,0,1,115
5,0,2,196
5,0,5,152
5,0,7,16
5,0,13,77
5,0,14,44
5,0,15,110
5,0,16,77
5,0,20,255
5,0,21,61
5,0,22,38
5,0,23,66
5,0,29,195
5,0,31,56
5,0,32,90
5,0,34,188
5,0,36,81
5,0,37,211
5,0,38,195
5,0,41,69
5,0,47,145
5,0,51,0
5,0,51,64
5,0,52,26
5,0,55,234
5,0,56,17
5,0,65,22
5,0,67,63
5,0,68,112
5,0,69,52
5,0,69,198
5,0,73,39
5,0,75,177
5,0,75,243
5,0,79,182
5,0,80,145
5,0,80,215
5,0,81,242
5,0,86,237
5,0,88,190
5,0,89,140
5,0,90,26
5,0,90,131
5,0,92,158
5,0,96,198
5,0,102,233
5,0,103,34
5,0,103,188
5,0,106,58
5,0,106,224
5,0,109,67
5,0,113,116
5,0,113,165
5,0,114,134
5,0,116,110
5,0,119,109
5,0,119,133
5,0,121,167
5,0,122,182
5,0,126,79
5,0,126,251
5,0,127,255
5,0,128,129
5,0,131,18
5,0,132,233
5,0,133,136
5,0,137,220
5,0,140,57
5,0,143,188
5,0,153,227
5,0,154,171
5,0,154,193
5,0,155,26
5,0,157,161
5,0,158,224
5,0,160,117
5,0,163,228
5,0,166,76
5,0,174,36
5,0,180,44
5,0,180,124
5,0,187,130
5,0,188,193
5,0,194,61
5,0,196,55
5,0,196,102
5,0,198,176
5,0,206,82
5,0,216,181
5,0,220,246
5,0,226,227
5,0,241,0
5,0,243,57
5,0,244,70
5,0,251,127
5,0,255,126
6,0,5,62
6,0,5,73
6,0,6,195
6,0,7,143
6,0,7,191
6,0,9,78
6,0,10,239
6,0,11,191
6,0,12,173
6,0,12,228
6,0,14,171
6,0,19,253
6,0,20,94
6,0,25,208
6,0,27,215
6,0,29,153
6,0,30,36
6,0,32,96
6,0,35,145
6,0,36,73
6,0,39,2
6,0,39,73
6,0,44,19
6,0,44,54
6,0,44,58
6,0,47,174
6,0,47,224
6,0,54,175
6,0,56,48
6,0,56,143
6,0,56,193
6,0,58,188
6,0,58,222
6,0,60,207
6,0,63,238
6,0,63,243
6,0,66,23
6,0,67,230
6,0,68,214
6,0,71,192
6,0,75,207
6,0,77,152
6,0,81,142
6,0,82,144
6,0,82,209
6,0,85,45
6,0,85,88
6,0,85,166
6,0,86,118
6,0,86,164
6,0,86,206
6,0,87,147
6,0,88,41
6,0,88,134
6,0,91,252
6,0,93,96
6,0,93,246
6,0,94,33
6,0,94,173
6,0,94,248
6,0,95,49
6,0,95,190
6,0,95,237
6,0,97,161
6,0,97,248
6,0,99,67
6,0,106,155
6,0,107,104
6,0,108,225
6,0,110,141
6,0,112,77
6,0,112,189
6,0,117,92
6,0,117,241
6,0,119,137
6,0,124,28
6,0,133,47
6,0,133,52
6,0,135,202
6,0,136,138
6,0,136,144
6,0,137,204
6,0,138,20
6,0,139,80
6,0,139,175
6,0,140,247
6,0,142,151
6,0,146,84
6,0,148,198
6,0,148,241
6,0,151,88
6,0,154,39
6,0,154,161
6,0,156,35
6,0,157,71
6,0,160,79
6,0,160,239
6,0,163,71
6,0,165,189
6,0,167,135
6,0,169,0
6,0,169,158
6,0,171,25
6,0,173,227
6,0,174,71
6,0,175,58
6,0,179,64
6,0,179,148
6,0,181,116
6,0,186,37
6,0,186,99
6,0,186,171
6,0,187,163
6,0,188,50
6,0,188,94
6,0,188,239
6,0,189,56
6,0,192,248
6,0,193,150
6,0,194,18
6,0,194,66
6,0,195,185
6,0,196,6
6,0,206,179
6,0,207,57
6,0,211,27
6,0,213,183
6,0,214,104
6,0,215,123
6,0,218,114
6,0,220,95
6,0,222,11
6,0,222,154
6,0,225,134
6,0,227,180
6,0,228,117
6,0,228,194
6,0,231,14
6,0,234,86
6,0,237,91
6,0,240,4
6,0,241,212
7,0,4,127
7,0,4,253
7,0,6,82
7,0,6,233
7,0,9,230
7,0,18,210
7,0,19,29
7,0,20,180
7,0,23,116
7,0,24,126
7,0,30,108
7,0,30,217
7,0,33,179
7,0,36,211
7,0,37,80
7,0,39,163
7,0,40,89
7,0,41,175
7,0,41,192
7,0,42,170
7,0,48,56
7,0,48,193
7,0,52,216
7,0,52,220
7,0,55,133
7,0,57,137
7,0,57,234
7,0,58,34
7,0,58,165
7,0,61,46
7,0,61,157
7,0,62,86
7,0,63,75
7,0,64,148
7,0,66,206
7,0,67,109
7,0,68,232
7,0,70,141
7,0,71,142
7,0,73,195
7,0,74,21
7,0,74,111
7,0,74,238
7,0,75,80
7,0,76,33
7,0,76,161
7,0,77,119
7,0,77,136
7,0,82,61
7,0,82,93
7,0,88,25
7,0,88,191
7,0,93,105
7,0,94,9
7,0,95,150
7,0,96,6
7,0,97,55
7,0,99,59
7,0,99,255
7,0,103,140
7,0,103,185
7,0,103,190
7,0,104,92
7,0,104,181
7,0,105,239
7,0,106,72
7,0,106,88
7,0,108,175
7,0,109,83
7,0,109,202
7,0,110,16
7,0,110,217
7,0,111,131
7,0,114,103
7,0,115,202
7,0,116,112
7,0,117,167
7,0,117,222
7,0,121,119
7,0,121,143
7,0,123,54
7,0,123,111
7,0,125,91
7,0,126,90
7,0,126,172
7,0,127,19
7,0,127,186
7,0,134,101
7,0,136,134
7,0,137,41
7,0,137,120
7,0,138,138
7,0,138,147
7,0,140,83
7,0,140,198
7,0,144,121
7,0,144,150
7,0,145,102
7,0,145,217
7,0,146,192
7,0,147,12
7,0,147,42
7,0,147,131
7,0,149,93
7,0,149,166
7,0,150,101
7,0,150,106
7,0,151,158
7,0,152,73
7,0,152,175
7,0,158,165
7,0,160,52
7,0,160,177
7,0,162,35
7,0,162,189
7,0,162,211
7,0,163,254
7,0,164,142
7,0,167,83
7,0,167,110
7,0,167,129
7,0,167,137
7,0,168,99
7,0,171,129
7,0,171,149
7,0,171,176
7,0,173,94
7,0,174,235
7,0,175,120
7,0,177,9
7,0,177,151
7,0,177,229
7,0,178,49
7,0,180,12
7,0,180,244
7,0,181,241
7,0,183,91
7,0,183,105
7,0,183,134
7,0,184,202
7,0,188,164
7,0,193,154
7,0,197,191
7,0,199,34
7,0,199,213
7,0,204,20
7,0,207,185
7,0,208,19
7,0,209,239
7,0,212,37
7,0,213,189
7,0,214,104
7,0,214,153
7,0,215,189
7,0,218,131
7,0,220,85
7,0,225,147
7,0,226,203
7,0,227,121
7,0,228,224
7,0,229,168
7,0,229,195
7,0,232,207
7,0,233,176
7,0,236,226
7,0,241,119
7,0,245,75
7,0,247,80
7,0,255,177
8,0,0,234
8,0,5,113
8,0,5,249
8,0,7,233
8,0,8,112
8,0,8,117
8,0,9,34
8,0,11,118
8,0,12,154
8,0,13,157
8,0,16,47
8,0,16,219
8,0,17,137
8,0,18,36
8,0,19,28
8,0,20,253
8,0,22,13
8,0,24,150
8,0,28,24
8,0,28,50
8,0,29,29
8,0,29,52
8,0,30,244
8,0,32,113
8,0,34,36
8,0,34,128
8,0,36,78
8,0,42,130
8,0,46,104
8,0,46,109
8,0,47,120
8,0,47,218
8,0,50,21
8,0,51,137
8,0,53,205
8,0,54,221
8,0,55,23
8,0,57,101
8,0,59,133
8,0,59,174
8,0,59,237
8,0,61,222
8,0,62,51
8,0,62,62
8,0,66,87
8,0,67,123
8,0,69,36
8,0,70,5
8,0,70,21
8,0,71,160
8,0,72,76
8,0,78,216
8,0,79,5
8,0,80,34
8,0,81,82
8,0,82,121
8,0,83,43
8,0,85,86
8,0,85,95
8,0,85,117
8,0,92,69
8,0,96,128
8,0,98,153
8,0,99,122
8,0,103,124
8,0,105,90
8,0,106,107
8,0,109,105
8,0,113,251
8,0,116,10
8,0,116,117
8,0,126,198
8,0,131,248
8,0,133,12
8,0,134,131
8,0,134,219
8,0,135,146
8,0,135,176
8,0,140,107
8,0,142,186
8,0,146,68
8,0,150,85
8,0,151,178
8,0,152,20
8,0,155,46
8,0,158,132
8,0,159,138
8,0,160,47
8,0,160,157
8,0,162,81
8,0,166,149
8,0,168,107
8,0,168,180
8,0,172,179
8,0,175,31
8,0,183,180
8,0,185,118
8,0,186,156
8,0,189,136
8,0,191,44
8,0,195,177
8,0,199,120
8,0,202,249
8,0,203,219
8,0,204,37
8,0,204,147
8,0,210,174
8,0,212,51
8,0,215,253
8,0,216,10
8,0,223,181
8,0,233,21
8,0,240,47
8,0,240,49
8,0,240,228
8,0,241,79
8,0,242,17
8,0,244,49
8,0,245,51
8,0,247,6
8,0,248,134
8,0,253,107
9,0,1,114
9,0,0,178
9,0,4,0
9,0,14,14
9,0,15,167
9,0,20,196
9,0,22,111
9,0,24,137
9,0,24,144
9,0,24,166
9,0,25,212
9,0,27,18
9,0,32,185
9,0,33,208
9,0,34,113
9,0,36,31
9,0,38,148
9,0,39,198
9,0,39,223
9,0,42,27
9,0,44,177
9,0,46,140
9,0,51,222
9,0,52,122
9,0,53,50
9,0,54,141
9,0,58,48
9,0,58,55
9,0,59,7
9,0,63,110
9,0,64,75
9,0,64,82
9,0,65,66
9,0,65,103
9,0,65,121
9,0,67,73
9,0,67,137
9,0,68,53
9,0,70,245
9,0,71,114
9,0,72,86
9,0,72,96
9,0,73,93
9,0,73,229
9,0,74,222
9,0,75,18
9,0,76,116
9,0,77,115
9,0,82,0
9,0,82,128
9,0,82,166
9,0,84,189
9,0,85,78
9,0,85,100
9,0,86,214
9,0,87,182
9,0,89,14
9,0,90,75
9,0,92,23
9,0,92,155
9,0,94,3
9,0,95,187
9,0,97,125
9,0,98,9
9,0,98,42
9,0,99,19
9,0,99,24
9,0,99,202
9,0,100,7
9,0,101,39
9,0,101,240
9,0,104,1
9,0,104,40
9,0,104,72
9,0,107,39
9,0,109,90
9,0,109,166
9,0,112,110
9,0,112,142
9,0,114,37
9,0,118,5
9,0,118,42
9,0,122,166
9,0,123,22
9,0,123,47
9,0,125,20
9,0,128,133
9,0,128,187
9,0,129,81
9,0,130,121
9,0,130,130
9,0,132,153
9,0,133,31
9,0,133,64
9,0,133,78
9,0,133,123
9,0,133,175
9,0,137,220
9,0,139,204
9,0,140,2
9,0,140,36
9,0,141,0
9,0,141,84
9,0,142,62
9,0,143,129
9,0,143,192
9,0,148,73
9,0,149,129
9,0,150,137
9,0,150,205
9,0,151,85
9,0,153,223
9,0,153,232
9,0,154,99
9,0,154,184
9,0,156,150
9,0,156,214
9,0,157,154
9,0,161,113
9,0,164,45
9,0,164,171
9,0,165,241
9,0,166,10
9,0,167,205
9,0,169,67
9,0,174,204
9,0,176,187
9,0,178,19
9,0,181,189
9,0,182,41
9,0,182,80
9,0,182,235
9,0,183,20
9,0,191,184
9,0,192,35
9,0,193,88
9,0,196,80
9,0,200,69
9,0,200,132
9,0,208,153
9,0,209,240
9,0,210,2
9,0,213,176
9,0,216,8
9,0,220,30
9,0,222,78
9,0,225,41
9,0,228,117
9,0,229,140
9,0,229,171
9,0,230,200
9,0,233,125
9,0,234,29
9,0,235,42
9,0,235,144
9,0,236,92
9,0,238,236
9,0,239,18
9,0,240,144
9,0,242,59
9,0,244,90
9,0,246,159
9,0,246,188
9,0,250,147
9,0,252,13
9,0,252,80
9,0,253,103
10,0,7,63
10,0,11,12
10,0,13,95
10,0,16,185
10,0,18,42
10,0,19,249
10,0,20,3
10,0,23,176
10,0,33,88
10,0,39,201
10,0,48,57
10,0,50,143
10,0,51,142
10,0,57,86
10,0,60,255
10,0,61,250
10,0,65,78
10,0,70,10
10,0,76,20
10,0,79,236
10,0,82,182
10,0,82,206
10,0,83,75
10,0,86,115
10,0,87,146
10,0,89,112
10,0,89,150
10,0,91,20
10,0,91,33
10,0,91,116
10,0,92,43
10,0,95,63
10,0,96,41
10,0,97,82
10,0,108,180
10,0,110,14
10,0,112,67
10,0,113,3
10,0,114,70
10,0,116,190
10,0,118,92
10,0,119,55
10,0,122,76
10,0,123,142
10,0,129,162
10,0,135,246
10,0,139,115
10,0,139,215
10,0,141,60
10,0,142,123
10,0,146,198
10,0,150,117
10,0,151,105
10,0,151,143
10,0,153,107
10,0,154,174
10,0,156,73
10,0,156,112
10,0,158,184
10,0,161,61
10,0,161,78
10,0,164,86
10,0,165,49
10,0,166,219
10,0,170,65
10,0,171,194
10,0,172,171
10,0,174,139
10,0,175,125
10,0,176,76
10,0,177,125
10,0,180,80
10,0,190,179
10,0,190,203
10,0,193,201
10,0,194,69
10,0,196,65
10,0,198,90
10,0,201,95
10,0,201,251
10,0,202,26
10,0,202,227
10,0,207,143
10,0,209,62
10,0,211,175
10,0,212,150
10,0,212,178
10,0,215,0
10,0,217,212
10,0,218,248
10,0,219,173
10,0,219,183
10,0,221,217
10,0,222,173
10,0,223,181
10,0,225,127
10,0,225,209
10,0,228,67
10,0,229,76
10,0,231,151
10,0,233,133
10,0,234,56
10,0,236,125
10,0,240,127
10,0,241,47
10,0,243,116
10,0,244,66
10,0,244,89
10,0,245,68
10,0,247,134
10,0,249,220
10,0,250,30
10,0,253,94
10,0,253,103
10,0,254,175
11,0,1,10
11,0,0,178
11,0,2,174
11,0,5,136
11,0,9,251
11,0,16,250
11,0,17,182
11,0,18,196
11,0,22,84
11,0,24,225
11,0,26,187
11,0,29,177
11,0,32,43
11,0,35,20
11,0,39,93
11,0,39,195
11,0,39,238
11,0,41,108
11,0,41,190
11,0,46,78
11,0,46,110
11,0,53,145
11,0,55,83
11,0,55,187
11,0,55,206
11,0,60,11
11,0,62,174
11,0,62,192
11,0,63,35
11,0,63,155
11,0,66,30
11,0,66,133
11,0,68,66
11,0,68,170
11,0,70,170
11,0,76,42
11,0,77,154
11,0,80,65
11,0,80,122
11,0,82,61
11,0,84,118
11,0,84,245
11,0,85,224
11,0,86,122
11,0,91,40
11,0,93,24
11,0,97,56
11,0,100,136
11,0,103,22
11,0,107,119
11,0,112,246
11,0,115,44
11,0,115,190
11,0,116,178
11,0,117,172
11,0,118,44
11,0,122,191
11,0,124,143
11,0,124,163
11,0,126,188
11,0,133,143
11,0,139,90
11,0,139,220
11,0,140,49
11,0,141,102
11,0,141,127
11,0,143,233
11,0,144,162
11,0,149,116
11,0,150,96
11,0,151,147
11,0,151,179
11,0,152,157
11,0,155,240
11,0,156,92
11,0,157,100
11,0,160,195
11,0,160,214
11,0,162,40
11,0,162,49
11,0,163,74
11,0,165,161
11,0,165,244
11,0,167,172
11,0,178,95
11,0,184,26
11,0,184,190
11,0,187,22
11,0,190,71
11,0,192,200
11,0,193,205
11,0,193,245
11,0,196,45
11,0,196,186
11,0,199,60
11,0,202,91
11,0,203,207
11,0,204,84
11,0,208,207
11,0,215,66
11,0,217,185
11,0,218,217
11,0,220,5
11,0,224,233
11,0,226,231
11,0,230,5
11,0,230,196
11,0,234,209
11,0,237,5
11,0,238,35
11,0,242,192
11,0,248,220
11,0,249,227
11,0,250,41
11,0,251,219
11,0,252,241
11,0,253,126
12,0,1,133
12,0,0,218
12,0,2,98
12,0,6,6
12,0,6,114
12,0,9,170
12,0,13,93
12,0,13,125
12,0,13,142
12,0,16,231
12,0,16,238
12,0,16,249
12,0,18,239
12,0,19,250
12,0,20,19
12,0,21,165
12,0,23,70
12,0,24,106
12,0,27,119
12,0,27,136
12,0,29,80
12,0,29,92
12,0,31,3
12,0,32,60
12,0,32,131
12,0,32,173
12,0,33,12
12,0,34,11
12,0,34,186
12,0,36,58
12,0,36,249
12,0,37,228
12,0,39,160
12,0,40,151
12,0,40,198
12,0,40,212
12,0,41,63
12,0,43,20
12,0,43,168
12,0,44,40
12,0,45,90
12,0,46,46
12,0,46,218
12,0,47,242
12,0,48,223
12,0,49,188
12,0,49,252
12,0,50,120
12,0,51,64
12,0,51,117
12,0,52,18
12,0,53,32
12,0,54,41
12,0,54,77
12,0,55,224
12,0,56,36
12,0,57,79
12,0,57,223
12,0,58,126
12,0,58,170
12,0,59,197
12,0,59,241
12,0,61,26
12,0,61,216
12,0,63,160
12,0,64,79
12,0,65,39
12,0,65,220
12,0,69,31
12,0,69,65
12,0,70,207
12,0,71,170
12,0,77,98
12,0,78,237
12,0,79,27
12,0,79,219
12,0,81,31
12,0,81,75
12,0,81,217
12,0,82,116
12,0,82,205
12,0,83,59
12,0,83,186
12,0,84,15
12,0,85,22
12,0,85,224
12,0,87,66
12,0,87,68
12,0,87,76
12,0,87,101
12,0,87,196
12,0,88,58
12,0,88,96
12,0,88,182
12,0,88,250
12,0,89,5
12,0,89,114
12,0,90,214
12,0,91,12
12,0,91,102
12,0,91,157
12,0,92,53
12,0,93,87
12,0,93,215
12,0,95,99
12,0,95,195
12,0,96,118
12,0,98,81
12,0,99,109
12,0,100,31
12,0,100,72
12,0,100,247
12,0,101,129
12,0,103,18
12,0,103,28
12,0,103,44
12,0,103,110
12,0,103,222
12,0,103,226
12,0,104,74
12,0,106,95
12,0,108,35
12,0,108,88
12,0,111,26
12,0,111,134
12,0,111,161
12,0,112,213
12,0,113,30
12,0,114,75
12,0,115,26
12,0,115,218
12,0,117,253
12,0,120,49
12,0,120,112
12,0,121,170
12,0,122,96
12,0,124,23
12,0,124,152
12,0,126,53
12,0,129,241
12,0,130,169
12,0,130,219
12,0,130,234
12,0,131,6
12,0,132,221
12,0,132,236
12,0,136,106
12,0,137,163
12,0,137,234
12,0,138,157
12,0,139,80
12,0,139,114
12,0,139,170
12,0,140,111
12,0,141,41
12,0,141,144
12,0,143,54
12,0,143,60
12,0,143,187
12,0,145,67
12,0,145,169
12,0,146,200
12,0,147,140
12,0,148,45
12,0,150,60
12,0,150,198
12,0,150,242
12,0,151,23
12,0,151,155
12,0,151,213
12,0,154,40
12,0,154,169
12,0,155,67
12,0,156,88
12,0,157,31
12,0,157,91
12,0,157,224
12,0,158,118
12,0,159,29
12,0,159,75
12,0,160,129
12,0,161,23
12,0,161,212
12,0,162,120
12,0,162,246
12,0,165,44
12,0,165,117
12,0,165,248
12,0,166,1
12,0,166,121
12,0,166,146
12,0,168,52
12,0,169,199
12,0,170,62
12,0,170,154
12,0,171,51
12,0,171,80
12,0,171,136
12,0,173,241
12,0,174,139
12,0,175,42
12,0,176,185
12,0,177,105
12,0,177,236
12,0,178,19
12,0,178,59
12,0,178,199
12,0,179,79
12,0,180,38
12,0,180,135
12,0,183,84
12,0,184,6
12,0,184,10
12,0,184,18
12,0,184,205
12,0,184,228
12,0,185,43
12,0,186,110
12,0,187,9
12,0,188,58
12,0,188,144
12,0,190,237
12,0,191,67
12,0,191,122
12,0,192,97
12,0,192,189
12,0,192,218
12,0,193,172
12,0,194,116
12,0,194,125
12,0,195,118
12,0,195,230
12,0,196,97
12,0,197,35
12,0,197,68
12,0,197,212
12,0,198,41
12,0,198,43
12,0,199,108
12,0,200,61
12,0,200,80
12,0,200,169
12,0,201,45
12,0,201,149
12,0,202,232
12,0,204,70
12,0,203,194
12,0,205,140
12,0,205,177
12,0,206,8
12,0,206,123
12,0,208,134
12,0,211,100
12,0,211,221
12,0,212,98
12,0,217,6
12,0,217,156
12,0,218,98
12,0,218,222
12,0,219,87
12,0,219,227
12,0,220,163
12,0,221,96
12,0,224,89
12,0,224,179
12,0,225,111
12,0,226,43
12,0,226,64
12,0,226,137
12,0,229,57
12,0,229,125
12,0,230,68
12,0,231,247
12,0,232,2
12,0,232,119
12,0,232,124
12,0,233,77
12,0,235,29
12,0,236,78
12,0,237,57
12,0,239,102
12,0,239,185
12,0,240,52
12,0,240,81
12,0,240,171
12,0,241,40
12,0,241,79
